"Open P&L","Open P&L %","Net profit: All","Net profit %: All","Net profit: Long","Net profit %: Long","Net profit: Short","Net profit %: Short","Gross profit: All","Gross profit %: All","Gross profit: Long","Gross profit %: Long","Gross profit: Short","Gross profit %: Short","Gross loss: All","Gross loss %: All","Gross loss: Long","Gross loss %: Long","Gross loss: Short","Gross loss %: Short","Commission paid: All","Commission paid: Long","Commission paid: Short","Buy & hold return","Buy & hold return %","Max equity run-up","Max equity run-up %","Max equity drawdown","Max equity drawdown %","Max contracts held: All","Max contracts held: Long","Max contracts held: Short","Total trades: All","Total trades: Long","Total trades: Short","Total open trades: All","Total open trades: Long","Total open trades: Short","Winning trades: All","Winning trades: Long","Winning trades: Short","Losing trades: All","Losing trades: Long","Losing trades: Short","Percent profitable: All","Percent profitable: Long","Percent profitable: Short","Avg P&L: All","Avg P&L %: All","Avg P&L: Long","Avg P&L %: Long","Avg P&L: Short","Avg winning trade: All","Avg winning trade %: All","Avg winning trade: Long","Avg winning trade %: Long","Avg winning trade: Short","Avg losing trade: All","Avg losing trade %: All","Avg losing trade: Long","Avg losing trade %: Long","Avg losing trade: Short","Ratio avg win / avg loss: All","Ratio avg win / avg loss: Long","Ratio avg win / avg loss: Short","Largest winning trade: All","Largest winning trade: Long","Largest winning trade: Short","Largest winning trade percent: All","Largest winning trade percent: Long","Largest winning trade percent: Short","Largest losing trade: All","Largest losing trade: Long","Largest losing trade: Short","Largest losing trade percent: All","Largest losing trade percent: Long","Largest losing trade percent: Short","Avg # bars in trades: All","Avg # bars in trades: Long","Avg # bars in trades: Short","Avg # bars in winning trades: All","Avg # bars in winning trades: Long","Avg # bars in winning trades: Short","Avg # bars in losing trades: All","Avg # bars in losing trades: Long","Avg # bars in losing trades: Short","Sharpe ratio","Sortino ratio","Profit factor: All","Profit factor: Long","Profit factor: Short","Margin calls: All","Margin calls: Long","Margin calls: Short","__Equal High/Low scan window (bars)","__Show as line segments (default: dots)","__⚠ (Deprecated) Fixed Stop-Loss % (unused in HYBRID)","__ATR length (for SL / 1R)","__ATR × m for ATR-SL","__Structure margin: k × ATR beyond ref","__Breakeven offset % when 1R reached (fee buffer)","__Fixed EMA length","__Min bars to hold after 1R (avoid same-bar exit)","__Cooldown bars after exit (no re-entry during period)","__Enable RSI-adapted EMA (longs)","__Weak momentum → short EMA","__Mid momentum → mid EMA","__Strong momentum → long EMA","__RSI length","__RSI mid threshold (≥ is mid)","__RSI strong threshold (≥ is strong)","__Enable breakout long","__Breakout window (Donchian high)","__ATR length (breakout buffer)","__Breakout buffer ATR multiple","__Require close above default EMA","__Enable Breakout score filter (allow A/B only)","__Volume MA length","__Volume threshold: current > MA ×","__Body/ATR threshold (≥ scores +1)","__Close above threshold (in ATR)","__Upper wick/ATR penalty threshold (> scores −1)","__Min headroom to last swing high (ATR ×)","__Headroom penalty weight (if too close)","__EMA slope / ATR min (ε) for bonus","__Slope bonus weight (if slope ≥ ε)","__Pivot length for last swing high","__Grade A min (≥)","__Grade B min (≥)","__Hide signals while in position (plotshape)","__Suppress alerts while in position (alert)","__Label EMA used at TP bar","__Entry-bar label: grade + breakdown","__Show BE armed icon (diamond)","__Show BE price label","__Show BE horizontal line (extendable)","__BE line extend bars to right","__Trend: EMA length (trend/anti-trend + slope)","__Bonus after reclaim: break above last confirmed structure high (BOS)","__ATR length (normalize momentum/room)","__Reclaim bar body ≥ ATR × threshold → +1","__Location quality: reference EMA length","__Headroom: if distance to last swing high < ATR × threshold → −1","__Multi-sweep count lookback","__Multi-sweep bonus threshold","__Inputs in status line","_setTime_","_parseTime_","comment"
0,0,1444482.88,144448.29,1444482.88,144448.29,-1e-8,0,2176951.11,217695.11,2176951.11,217695.11,0,0,732468.23,73246.82,732468.23,73246.82,1e-8,0,49117.92,49117.92,1e-8,3411.89,341.19,2044850.71,99.95,304662.49,54.48,941,941,0,73,73,0,0,0,0,38,38,0,35,35,0,52.05,52.05,"∅",19787.44,5.12,19787.44,5.12,"∅",57288.19,13.67,57288.19,13.67,"∅",20927.66,4.17,20927.66,4.17,"∅",2.737,2.737,"∅",557781.8,557781.8,"∅",75.78,75.78,"∅",103582.95,103582.95,"∅",7.6,7.6,"∅",51,51,0,87,87,0,12,12,0,0.421,2.285,2.972,2.972,0,8,8,0,24,0,4,28,1.8,0.125,0.125,67,2,1,true,35,81,302,15,15,36,true,21,26,0.8,true,true,10,1.4,0.8,0.3,0.7,0.75,2,0.015,1,5,1,1,true,0,true,true,true,true,true,200,80,true,6,1.6,190,1,20,1,true,0.3,1.8,"Changed ""Fixed EMA length"": 134 => 67."
0,0,1191682.15,119168.21,1191682.15,119168.21,0,0,1469957.54,146995.75,1469957.54,146995.75,0,0,278275.4,27827.54,278275.4,27827.54,0,0,29115.03,29115.03,0,2530.82,253.08,1687442.45,99.96,102312.61,46.25,777,777,0,66,66,0,0,0,0,38,38,0,28,28,0,57.58,57.58,"∅",18055.79,5.25,18055.79,5.25,"∅",38683.09,12.02,38683.09,12.02,"∅",9938.41,3.93,9938.41,3.93,"∅",3.892,3.892,"∅",460231.26,460231.26,"∅",56.34,56.34,"∅",83847.33,83847.33,"∅",11.89,11.89,"∅",53,53,0,83,83,0,12,12,0,0.443,2.34,5.282,5.282,0,6,6,0,24,0,4,28,1.8,0.125,0.125,134,2,1,true,35,81,302,15,15,36,true,21,26,0.8,true,true,10,1.4,0.8,0.3,0.7,0.75,2,0.015,1,5,1,1,true,0,true,true,true,true,true,200,80,true,6,1.6,190,1,20,2,true,0.3,1.8,"Changed ""Multi-sweep bonus threshold"": 1 => 2."
0,0,4395151.41,439515.14,4395151.41,439515.14,4e-8,0,5461506.54,546150.65,5461506.54,546150.65,0,0,1066355.13,106635.51,1066355.13,106635.51,-4e-8,0,110135.61,110135.61,-4e-8,3411.99,341.2,6221048.96,99.98,376336.73,55.84,2863,2863,0,64,64,0,0,0,0,36,36,0,28,28,0,56.25,56.25,"∅",68674.24,6.69,68674.24,6.69,"∅",151708.52,14.69,151708.52,14.69,"∅",38084.11,3.6,38084.11,3.6,"∅",3.984,3.984,"∅",1696383.57,1696383.57,"∅",75.78,75.78,"∅",308274.88,308274.88,"∅",7.2,7.2,"∅",56,56,0,92,92,0,11,11,0,0.465,2.991,5.122,5.122,0,5,5,0,24,0,4,28,1.8,0.125,0.125,134,2,1,true,35,81,302,15,15,36,true,21,26,0.8,true,true,10,1.4,0.8,0.3,0.7,0.75,2,0.015,1,5,1,1,true,0,true,true,true,true,true,200,80,true,6,1.6,190,0,20,1,true,0.3,1.4,"Changed ""Headroom: if distance to last swing high < ATR × threshold → −1"": 1 => 0."
0,0,4395151.41,439515.14,4395151.41,439515.14,4e-8,0,5461506.54,546150.65,5461506.54,546150.65,0,0,1066355.13,106635.51,1066355.13,106635.51,-4e-8,0,110135.61,110135.61,-4e-8,3411.88,341.19,6221048.96,99.98,376336.73,55.84,2863,2863,0,64,64,0,0,0,0,36,36,0,28,28,0,56.25,56.25,"∅",68674.24,6.69,68674.24,6.69,"∅",151708.52,14.69,151708.52,14.69,"∅",38084.11,3.6,38084.11,3.6,"∅",3.984,3.984,"∅",1696383.57,1696383.57,"∅",75.78,75.78,"∅",308274.88,308274.88,"∅",7.2,7.2,"∅",56,56,0,92,92,0,11,11,0,0.465,2.991,5.122,5.122,0,5,5,0,24,0,4,28,1.8,0.125,0.125,134,2,1,true,35,81,302,15,15,36,true,21,26,0.8,true,true,10,1.4,0.8,0.3,0.7,0.75,2,0.015,1,5,1,1,true,0,true,true,true,true,true,200,80,true,6,1.6,190,1,25,1,true,0.4,1.8,"Changed ""Multi-sweep count lookback"": 20 => 25."
0,0,4692277.59,469227.76,4692277.59,469227.76,-3e-8,0,5768740.77,576874.08,5768740.77,576874.08,0,0,1076463.18,107646.32,1076463.18,107646.32,3e-8,0,120078.85,120078.85,3e-8,3411.37,341.14,6641583.42,99.98,383031.92,54.11,3057,3057,0,66,66,0,0,0,0,35,35,0,31,31,0,53.03,53.03,"∅",71095.11,6.52,71095.11,6.52,"∅",164821.16,15.12,164821.16,15.12,"∅",34724.62,3.2,34724.62,3.2,"∅",4.747,4.747,"∅",1811038.38,1811038.38,"∅",75.78,75.78,"∅",310369.92,310369.92,"∅",7.2,7.2,"∅",54,54,0,94,94,0,10,10,0,0.468,3.083,5.359,5.359,0,5,5,0,24,0,4,28,1.8,0.0625,0.125,134,2,1,true,35,81,302,15,15,36,true,21,26,0.8,true,true,10,1.4,0.8,0.3,0.7,0.75,2,0.015,1,5,1,1,true,0,true,true,true,true,true,200,80,true,6,1.6,190,1,20,1,true,0.3,1.9,"Changed ""Structure margin: k × ATR beyond ref"": 0.125 => 0.0625."
0,0,4692277.59,469227.76,4692277.59,469227.76,-3e-8,0,5768740.77,576874.08,5768740.77,576874.08,0,0,1076463.18,107646.32,1076463.18,107646.32,3e-8,0,120078.85,120078.85,3e-8,3411.16,341.12,6641583.42,99.98,383031.92,54.11,3057,3057,0,66,66,0,0,0,0,35,35,0,31,31,0,53.03,53.03,"∅",71095.11,6.52,71095.11,6.52,"∅",164821.16,15.12,164821.16,15.12,"∅",34724.62,3.2,34724.62,3.2,"∅",4.747,4.747,"∅",1811038.38,1811038.38,"∅",75.78,75.78,"∅",310369.92,310369.92,"∅",7.2,7.2,"∅",54,54,0,94,94,0,10,10,0,0.468,3.083,5.359,5.359,0,5,5,0,24,0,4,28,1.8,0.0625,0.125,134,2,1,true,35,81,302,15,15,36,true,21,26,0.8,true,true,10,1.4,0.8,0.3,1.4,0.75,2,0.015,1,5,1,1,true,0,true,true,true,true,true,200,80,true,6,1.6,190,1,20,1,true,0.2,2,"Changed ""Upper wick/ATR penalty threshold (> scores −1)"": 0.7 => 1.4."
0,0,4692277.59,469227.76,4692277.59,469227.76,-3e-8,0,5768740.77,576874.08,5768740.77,576874.08,0,0,1076463.18,107646.32,1076463.18,107646.32,3e-8,0,120078.85,120078.85,3e-8,3410.3,341.03,6641583.42,99.98,383031.92,54.11,3057,3057,0,66,66,0,0,0,0,35,35,0,31,31,0,53.03,53.03,"∅",71095.11,6.52,71095.11,6.52,"∅",164821.16,15.12,164821.16,15.12,"∅",34724.62,3.2,34724.62,3.2,"∅",4.747,4.747,"∅",1811038.38,1811038.38,"∅",75.78,75.78,"∅",310369.92,310369.92,"∅",7.2,7.2,"∅",54,54,0,94,94,0,10,10,0,0.468,3.083,5.359,5.359,0,5,5,0,24,0,4,28,1.8,0.0625,0.125,134,2,1,true,35,81,302,15,15,36,true,21,26,0.8,true,true,10,1.4,0.8,0.3,0.7,0.75,2,0.03,1,5,1,1,true,0,true,true,true,true,true,200,80,true,6,1.6,190,1,20,1,true,0.3,2,"Changed ""EMA slope / ATR min (ε) for bonus"": 0.015 => 0.03."
0,0,3025430.58,302543.06,3025430.58,302543.06,1e-8,0,3705465.27,370546.53,3705465.27,370546.53,0,0,680034.69,68003.47,680034.69,68003.47,-1e-8,0,80308.05,80308.05,-1e-8,3409.81,340.98,4282428.73,99.98,246858.64,48.31,1971,1971,0,69,69,0,0,0,0,39,39,0,30,30,0,56.52,56.52,"∅",43846.82,5.93,43846.82,5.93,"∅",95011.93,12.96,95011.93,12.96,"∅",22667.82,3.22,22667.82,3.22,"∅",4.191,4.191,"∅",1167836.7,1167836.7,"∅",75.78,75.78,"∅",200003.01,200003.01,"∅",7.2,7.2,"∅",49,49,0,80,80,0,9,9,0,0.449,3.015,5.449,5.449,0,5,5,0,24,0,4,28,1.8,0.0625,0.125,134,2,1,true,35,81,302,15,15,36,true,21,26,0.8,true,true,10,1.4,0.8,0.3,0.7,0.75,3,0.015,1,5,1,1,true,0,true,true,true,true,true,200,80,true,6,1.6,190,1,20,1,true,0.3,1.8,"Changed ""Headroom penalty weight (if too close)"": 2 => 3."
0,0,4692277.59,469227.76,4692277.59,469227.76,-3e-8,0,5768740.77,576874.08,5768740.77,576874.08,0,0,1076463.18,107646.32,1076463.18,107646.32,3e-8,0,120078.85,120078.85,3e-8,3409.32,340.93,6641583.42,99.98,383031.92,54.11,3057,3057,0,66,66,0,0,0,0,35,35,0,31,31,0,53.03,53.03,"∅",71095.11,6.52,71095.11,6.52,"∅",164821.16,15.12,164821.16,15.12,"∅",34724.62,3.2,34724.62,3.2,"∅",4.747,4.747,"∅",1811038.38,1811038.38,"∅",75.78,75.78,"∅",310369.92,310369.92,"∅",7.2,7.2,"∅",54,54,0,94,94,0,10,10,0,0.468,3.083,5.359,5.359,0,5,5,0,24,0,4,28,1.8,0.0625,0.125,134,2,1,true,35,81,302,15,15,36,true,21,26,0.8,true,true,10,1.4,0.8,0.3,0.7,0.75,2,0.015,1,8,1,1,true,0,true,true,true,true,true,200,80,true,6,1.6,190,1,20,1,true,0.4,1.8,"Changed ""Pivot length for last swing high"": 5 => 8."
0,0,4692277.59,469227.76,4692277.59,469227.76,-3e-8,0,5768740.77,576874.08,5768740.77,576874.08,0,0,1076463.18,107646.32,1076463.18,107646.32,3e-8,0,120078.85,120078.85,3e-8,3408.06,340.81,6641583.42,99.98,383031.92,54.11,3057,3057,0,66,66,0,0,0,0,35,35,0,31,31,0,53.03,53.03,"∅",71095.11,6.52,71095.11,6.52,"∅",164821.16,15.12,164821.16,15.12,"∅",34724.62,3.2,34724.62,3.2,"∅",4.747,4.747,"∅",1811038.38,1811038.38,"∅",75.78,75.78,"∅",310369.92,310369.92,"∅",7.2,7.2,"∅",54,54,0,94,94,0,10,10,0,0.468,3.083,5.359,5.359,0,5,5,0,24,0,4,28,1.8,0.0625,0.125,134,2,1,true,35,81,302,15,15,36,true,21,26,0.8,true,true,10,1.4,0.8,0.3,0.7,0.75,2,0.015,1,5,1,2,true,0,true,true,true,true,true,200,80,true,6,1.6,190,1,20,1,true,0.4,2.6,"Changed ""Grade B min (≥)"": 1 => 2."
0,0,1572579.57,157257.96,1572579.57,157257.96,3e-8,0,1913470.82,191347.08,1913470.82,191347.08,0,0,340891.25,34089.13,340891.25,34089.13,-3e-8,0,39234.66,39234.66,-3e-8,2933.33,293.33,2226397.9,99.97,128495.66,44.46,1025,1025,0,68,68,0,0,0,0,37,37,0,31,31,0,54.41,54.41,"∅",23126.17,5.17,23126.17,5.17,"∅",51715.43,12.3,51715.43,12.3,"∅",10996.49,3.33,10996.49,3.33,"∅",4.703,4.703,"∅",607211.68,607211.68,"∅",56.34,56.34,"∅",104133.27,104133.27,"∅",8.45,8.45,"∅",51,51,0,85,85,0,11,11,0,0.455,2.753,5.613,5.613,0,6,6,0,24,0,4,28,1.8,0.0625,0.125,134,2,1,true,35,81,302,15,15,36,true,21,26,0.8,true,true,10,1.4,0.8,0.3,0.7,0.75,2,0.015,1,5,1,1,true,0,true,true,true,true,true,200,80,true,10,1.6,190,1,20,1,true,0.3,2.5,"Changed ""ATR length (normalize momentum/room)"": 6 => 10."
0,0,4579696.54,457969.65,4579696.54,457969.65,-3e-8,0,5647319.17,564731.92,5647319.17,564731.92,0,0,1067622.62,106762.26,1067622.62,106762.26,3e-8,0,117740.52,117740.52,3e-8,3407.99,340.8,6494384.11,99.98,377116.58,54.62,2989,2989,0,66,66,0,0,0,0,24,24,0,42,42,0,36.36,36.36,"∅",69389.34,6.5,69389.34,6.5,"∅",235304.97,22.03,235304.97,22.03,"∅",25419.59,2.37,25419.59,2.37,"∅",9.257,9.257,"∅",1770905.87,1770905.87,"∅",75.78,75.78,"∅",303492.13,303492.13,"∅",7.2,7.2,"∅",54,54,0,128,128,0,12,12,0,0.467,3.069,5.29,5.29,0,5,5,0,24,0,4,28,1.8,0.0625,0.0625,134,2,1,true,35,81,302,15,15,36,true,21,26,0.8,true,true,10,1.4,0.8,0.3,0.7,0.75,2,0.015,1,5,1,1,true,0,true,true,true,true,true,200,80,true,6,1.6,190,1,20,1,true,0.4,2.6,"Changed ""Breakeven offset % when 1R reached (fee buffer)"": 0.125 => 0.0625."
0,0,869260.91,86926.09,869260.91,86926.09,1e-8,0,1082146.88,108214.69,1082146.88,108214.69,0,0,212885.97,21288.6,212885.97,21288.6,-1e-8,0,28181.9,28181.9,-1e-8,2933.18,293.32,1174323.91,99.94,73884.03,61.82,607,607,0,81,81,0,0,0,0,40,40,0,41,41,0,49.38,49.38,"∅",10731.62,4.14,10731.62,4.14,"∅",27053.67,11.55,27053.67,11.55,"∅",5192.34,3.09,5192.34,3.09,"∅",5.21,5.21,"∅",359790.33,359790.33,"∅",56.34,56.34,"∅",42388.29,42388.29,"∅",8.45,8.45,"∅",43,43,0,79,79,0,8,8,0,0.399,2.414,5.083,5.083,0,6,6,0,24,0,4,28,1.8,0.0625,0.125,134,2,1,true,35,81,302,15,15,36,true,21,26,0.8,true,true,10,1.4,0.8,0.3,0.7,0.75,2,0.015,1,5,1,0,true,0,true,true,true,true,true,200,80,true,6,1.6,190,1,20,1,true,0.3,2.3,"Changed ""Grade B min (≥)"": 1 => 0."
0,0,4692277.59,469227.76,4692277.59,469227.76,-3e-8,0,5768740.77,576874.08,5768740.77,576874.08,0,0,1076463.18,107646.32,1076463.18,107646.32,3e-8,0,120078.85,120078.85,3e-8,3407.73,340.77,6641583.42,99.98,383031.92,54.11,3057,3057,0,66,66,0,0,0,0,35,35,0,31,31,0,53.03,53.03,"∅",71095.11,6.52,71095.11,6.52,"∅",164821.16,15.12,164821.16,15.12,"∅",34724.62,3.2,34724.62,3.2,"∅",4.747,4.747,"∅",1811038.38,1811038.38,"∅",75.78,75.78,"∅",310369.92,310369.92,"∅",7.2,7.2,"∅",54,54,0,94,94,0,10,10,0,0.468,3.083,5.359,5.359,0,5,5,0,24,0,4,28,1.8,0.0625,0.125,134,2,1,true,35,81,302,15,15,36,true,21,26,0.8,true,true,10,1.4,0.8,0.3,0.7,0.75,2,0.015,1,9,1,1,true,0,true,true,true,true,true,200,80,true,6,1.6,190,1,20,1,true,0.4,2.3,"Changed ""Pivot length for last swing high"": 5 => 9."
0,0,4176190.53,417619.05,4176190.53,417619.05,-2e-8,0,5167098.14,516709.81,5167098.14,516709.81,0,0,990907.62,99090.76,990907.62,99090.76,2e-8,0,103214.29,103214.29,2e-8,3408.01,340.8,5911144.93,99.98,341291.09,54.11,2721,2721,0,64,64,0,0,0,0,35,35,0,29,29,0,54.69,54.69,"∅",65252.98,6.64,65252.98,6.64,"∅",147631.38,14.98,147631.38,14.98,"∅",34169.23,3.41,34169.23,3.41,"∅",4.321,4.321,"∅",1611891.09,1611891.09,"∅",75.78,75.78,"∅",276619.22,276619.22,"∅",7.2,7.2,"∅",57,57,0,96,96,0,10,10,0,0.463,3.05,5.215,5.215,0,5,5,0,24,0,4,28,1.8,0.0625,0.125,134,2,1,true,35,81,151,15,15,36,true,21,26,0.8,true,true,10,1.4,0.8,0.3,0.7,0.75,2,0.015,1,5,1,1,true,0,true,true,true,true,true,200,80,true,6,1.6,190,1,20,1,true,0.3,2,"Changed ""Strong momentum → long EMA"": 302 => 151."
0,0,4363039.34,436303.93,4363039.34,436303.93,-3e-8,0,5380807.58,538080.76,5380807.58,538080.76,0,0,1017768.25,101776.82,1017768.25,101776.82,3e-8,0,111706.77,111706.77,3e-8,3408.65,340.86,6152555.2,99.98,354720.49,53.6,2832,2832,0,67,67,0,0,0,0,35,35,0,32,32,0,52.24,52.24,"∅",65119.99,6.39,65119.99,6.39,"∅",153737.36,15.17,153737.36,15.17,"∅",31805.26,3.22,31805.26,3.22,"∅",4.834,4.834,"∅",1677709.34,1677709.34,"∅",75.78,75.78,"∅",287407.89,287407.89,"∅",7.2,7.2,"∅",53,53,0,93,93,0,10,10,0,0.465,3.056,5.287,5.287,0,5,5,0,24,0,4,28,1.8,0.0625,0.25,134,2,1,true,35,81,302,15,15,36,true,21,26,0.8,true,true,10,1.4,0.8,0.3,0.7,0.75,2,0.015,1,5,1,1,true,0,true,true,true,true,true,200,80,true,6,1.6,190,1,20,1,true,0.4,1.9,"Changed ""Breakeven offset % when 1R reached (fee buffer)"": 0.125 => 0.25."
0,0,2317289.46,231728.95,2317289.46,231728.95,2e-8,0,2874993.64,287499.36,2874993.64,287499.36,0,0,557704.17,55770.42,557704.17,55770.42,-2e-8,0,64199.17,64199.17,-2e-8,3408.71,340.87,3280168.54,99.97,188902.32,58.66,1510,1510,0,69,69,0,0,0,0,37,37,0,32,32,0,53.62,53.62,"∅",33583.91,5.77,33583.91,5.77,"∅",77702.53,13.46,77702.53,13.46,"∅",17428.26,3.11,17428.26,3.11,"∅",4.458,4.458,"∅",894579.77,894579.77,"∅",75.78,75.78,"∅",153010.23,153010.23,"∅",7.2,7.2,"∅",49,49,0,83,83,0,9,9,0,0.437,2.861,5.155,5.155,0,5,5,0,24,0,4,28,1.8,0.0625,0.125,134,2,1,true,35,81,302,15,15,36,true,25,26,0.8,true,true,10,1.4,0.8,0.3,0.7,0.75,2,0.015,1,5,1,1,true,0,true,true,true,true,true,200,80,true,6,1.6,190,1,20,1,true,0.3,2.9,"Changed ""Breakout window (Donchian high)"": 21 => 25."
0,0,4692277.59,469227.76,4692277.59,469227.76,-3e-8,0,5768740.77,576874.08,5768740.77,576874.08,0,0,1076463.18,107646.32,1076463.18,107646.32,3e-8,0,120078.85,120078.85,3e-8,3408.78,340.88,6641583.42,99.98,383031.92,54.11,3057,3057,0,66,66,0,0,0,0,35,35,0,31,31,0,53.03,53.03,"∅",71095.11,6.52,71095.11,6.52,"∅",164821.16,15.12,164821.16,15.12,"∅",34724.62,3.2,34724.62,3.2,"∅",4.747,4.747,"∅",1811038.38,1811038.38,"∅",75.78,75.78,"∅",310369.92,310369.92,"∅",7.2,7.2,"∅",54,54,0,94,94,0,10,10,0,0.468,3.083,5.359,5.359,0,5,5,0,24,0,4,28,1.8,0.0625,0.125,134,2,1,true,35,81,302,15,15,36,true,21,26,0.8,true,true,10,1.4,0.8,0.3,0.7,0.75,2,0.0075,1,5,1,1,true,0,true,true,true,true,true,200,80,true,6,1.6,190,1,20,1,true,0.3,2.5,"Changed ""EMA slope / ATR min (ε) for bonus"": 0.015 => 0.0075."
0,0,4692277.59,469227.76,4692277.59,469227.76,-3e-8,0,5768740.77,576874.08,5768740.77,576874.08,0,0,1076463.18,107646.32,1076463.18,107646.32,3e-8,0,120078.85,120078.85,3e-8,3408.69,340.87,6641583.42,99.98,383031.92,54.11,3057,3057,0,66,66,0,0,0,0,35,35,0,31,31,0,53.03,53.03,"∅",71095.11,6.52,71095.11,6.52,"∅",164821.16,15.12,164821.16,15.12,"∅",34724.62,3.2,34724.62,3.2,"∅",4.747,4.747,"∅",1811038.38,1811038.38,"∅",75.78,75.78,"∅",310369.92,310369.92,"∅",7.2,7.2,"∅",54,54,0,94,94,0,10,10,0,0.468,3.083,5.359,5.359,0,5,5,0,24,0,4,28,1.8,0.0625,0.125,134,2,1,true,35,81,302,15,15,36,true,21,26,0.8,true,true,10,1.4,0.4,0.3,0.7,0.75,2,0.015,1,5,1,1,true,0,true,true,true,true,true,200,80,true,6,1.6,190,1,20,1,true,0.4,2.5,"Changed ""Body/ATR threshold (≥ scores +1)"": 0.8 => 0.4."
0,0,4692277.59,469227.76,4692277.59,469227.76,-3e-8,0,5768740.77,576874.08,5768740.77,576874.08,0,0,1076463.18,107646.32,1076463.18,107646.32,3e-8,0,120078.85,120078.85,3e-8,3407.87,340.79,6641583.42,99.98,383031.92,54.11,3057,3057,0,66,66,0,0,0,0,35,35,0,31,31,0,53.03,53.03,"∅",71095.11,6.52,71095.11,6.52,"∅",164821.16,15.12,164821.16,15.12,"∅",34724.62,3.2,34724.62,3.2,"∅",4.747,4.747,"∅",1811038.38,1811038.38,"∅",75.78,75.78,"∅",310369.92,310369.92,"∅",7.2,7.2,"∅",54,54,0,94,94,0,10,10,0,0.468,3.083,5.359,5.359,0,5,5,0,24,0,4,28,1.8,0.0625,0.125,134,2,1,true,35,81,302,15,15,36,true,21,26,0.8,true,true,10,1.4,1.4,0.3,0.7,0.75,2,0.015,1,5,1,1,true,0,true,true,true,true,true,200,80,true,6,1.6,190,1,20,1,true,0.2,2.2,"Changed ""Body/ATR threshold (≥ scores +1)"": 0.8 => 1.4."
0,0,4692277.59,469227.76,4692277.59,469227.76,-3e-8,0,5768740.77,576874.08,5768740.77,576874.08,0,0,1076463.18,107646.32,1076463.18,107646.32,3e-8,0,120078.85,120078.85,3e-8,3402.69,340.27,6641583.42,99.98,383031.92,54.11,3057,3057,0,66,66,0,0,0,0,35,35,0,31,31,0,53.03,53.03,"∅",71095.11,6.52,71095.11,6.52,"∅",164821.16,15.12,164821.16,15.12,"∅",34724.62,3.2,34724.62,3.2,"∅",4.747,4.747,"∅",1811038.38,1811038.38,"∅",75.78,75.78,"∅",310369.92,310369.92,"∅",7.2,7.2,"∅",54,54,0,94,94,0,10,10,0,0.468,3.083,5.359,5.359,0,5,5,0,24,0,4,28,1.8,0.0625,0.125,134,2,1,true,35,81,302,15,15,36,true,21,26,0.8,true,true,10,1.4,0.8,0.3,1.35,0.75,2,0.015,1,5,1,1,true,0,true,true,true,true,true,200,80,true,6,1.6,190,1,20,1,true,0.4,2.1,"Changed ""Upper wick/ATR penalty threshold (> scores −1)"": 0.7 => 1.35."
0,0,5528409.08,552840.91,5528409.08,552840.91,-2e-8,0,6627137.85,662713.78,6627137.85,662713.78,0,0,1098728.76,109872.88,1098728.76,109872.88,2e-8,0,130523.05,130523.05,2e-8,3403.33,340.33,7302816.71,99.99,412929.61,45.49,3601,3601,0,69,69,0,0,0,0,39,39,0,30,30,0,56.52,56.52,"∅",80121.87,6.29,80121.87,6.29,"∅",169926.61,13.45,169926.61,13.45,"∅",36624.29,3.02,36624.29,3.02,"∅",4.64,4.64,"∅",2032624.1,2032624.1,"∅",82.84,82.84,"∅",334558.67,334558.67,"∅",7.2,7.2,"∅",47,47,0,77,77,0,9,9,0,0.463,3.25,6.032,6.032,0,4,4,0,24,0,4,28,1.8,0.0625,0.125,134,2,1,true,35,81,302,9,15,36,true,21,26,0.8,true,true,10,1.4,0.8,0.3,0.7,0.75,2,0.015,1,5,1,1,true,0,true,true,true,true,true,200,80,true,6,1.6,190,1,20,1,true,0.3,2,"Changed ""RSI length"": 15 => 9."
0,0,5528409.08,552840.91,5528409.08,552840.91,-2e-8,0,6627137.85,662713.78,6627137.85,662713.78,0,0,1098728.76,109872.88,1098728.76,109872.88,2e-8,0,130523.05,130523.05,2e-8,3404.18,340.42,7302816.71,99.99,412929.61,45.49,3601,3601,0,69,69,0,0,0,0,39,39,0,30,30,0,56.52,56.52,"∅",80121.87,6.29,80121.87,6.29,"∅",169926.61,13.45,169926.61,13.45,"∅",36624.29,3.02,36624.29,3.02,"∅",4.64,4.64,"∅",2032624.1,2032624.1,"∅",82.84,82.84,"∅",334558.67,334558.67,"∅",7.2,7.2,"∅",47,47,0,77,77,0,9,9,0,0.463,3.25,6.032,6.032,0,4,4,0,24,0,4,28,1.8,0.0625,0.125,134,2,1,true,35,81,302,9,15,36,true,21,26,0.8,true,true,10,1.4,0.8,0.3,0.7,0.75,2,0.015,1,8,1,1,true,0,true,true,true,true,true,200,80,true,6,1.6,190,1,20,1,true,0.3,1.9,"Changed ""Pivot length for last swing high"": 5 => 8."
